U_Mukim_ID,Mukim,Kod_Mukim,U_Negeri_ID,Kod_Negeri,U_Daerah_ID,Kod_Daerah,Stesen_kod,status
050508,MUKIM SETUL,8,05,5,0505,5,825201,1
050540,BANDAR SEREMBAN,40,05,5,0505,5,825201,1
050541,BANDAR SEREMBAN 3,41,05,5,0505,5,825201,1
050542,BANDAR SEREMBAN UTAMA,42,05,5,0505,5,825201,1
050543,BANDAR MANTIN UTAMA,43,05,5,0505,5,825201,1
050544,BANDAR BARU ENSTEK,44,05,5,0505,5,825201,1
050545,BANDAR BARU KOTA SRI MAS,45,05,5,0505,5,825201,1
050546,BANDAR NILAI UTAMA,46,05,5,0505,5,825201,1
050547,BANDAR SRI SENDAYAN,47,05,5,0505,5,825201,1
050570,PEKAN BROGA,70,05,5,0505,5,825201,1
050571,PEKAN ULU BERANANG,71,05,5,0505,5,825201,1
050572,PEKAN LABU,72,05,5,0505,5,825201,1
050573,PEKAN LENGGENG,73,05,5,0505,5,825201,1
050574,PEKAN MAMBAU,74,05,5,0505,5,825201,1
050575,PEKAN NILAI,75,05,5,0505,5,825201,1
050576,PEKAN MANTIN,76,05,5,0505,5,825201,1
050577,PEKAN PAJAM,77,05,5,0505,5,825201,1
050578,PEKAN RANTAU,78,05,5,0505,5,825201,1
050579,PEKAN TIROI,79,05,5,0505,5,825201,1
050580,PEKAN PANCOR,80,05,5,0505,5,825201,1
050581,PEKAN TAMAN SEREMBAN,81,05,5,0505,5,825201,1
050582,PEKAN RAHANG BARU,82,05,5,0505,5,825201,1
050583,PEKAN PAROI,83,05,5,0505,5,825201,1
050584,PEKAN BUKIT KEPAYANG,84,05,5,0505,5,825201,1
050585,PEKAN DUSUN SETIA,85,05,5,0505,5,825201,1
050586,PEKAN SUNGAI GADUT,86,05,5,0505,5,825201,1
050587,PEKAN BUKTI,87,05,5,0505,5,825201,1
050588,PEKAN SIKAMAT,88,05,5,0505,5,825201,1
050589,PEKAN SHAH BANDAR,89,05,5,0505,5,825201,1
050590,PEKAN SETUL,90,05,5,0505,5,825201,1
050591,PEKAN ULU TEMIANG,91,05,5,0505,5,825201,1
050592,PEKAN PAROI JAYA,92,05,5,0505,5,825201,1
050593,PEKAN RASAH JAYA,93,05,5,0505,5,825201,1
050594,PEKAN SENAWANG,94,05,5,0505,5,825201,1
050595,PEKAN SEREMBAN JAYA,95,05,5,0505,5,825201,1
050601,MUKIM AIR KUNING,1,05,5,0506,6,825301,1
050602,MUKIM GEMAS,2,05,5,0506,6,825301,1
050603,MUKIM GEMENCHEH,3,05,5,0506,6,825301,1
050604,MUKIM KERU,4,05,5,0506,6,825301,1
050605,MUKIM REPAH,5,05,5,0506,6,825301,1
050606,MUKIM TAMPIN TENGAH,6,05,5,0506,6,825301,1
050607,MUKIM TEBONG,7,05,5,0506,6,825301,1
050640,BANDAR GEMAS,40,05,5,0506,6,825301,1
050641,BANDAR TAMPIN,41,05,5,0506,6,825301,1
050670,PEKAN AIR KUNING SELATAN,70,05,5,0506,6,825301,1
050671,PEKAN BATANG MELAKA,71,05,5,0506,6,825301,1
050672,PEKAN GEMENCHEH BAHRU,72,05,5,0506,6,825301,1
050673,PEKAN REPAH,73,05,5,0506,6,825301,1
050674,PEKAN TAMPIN TENGAH,74,05,5,0506,6,825301,1
050675,PEKAN AIR KUNING,75,05,5,0506,6,825301,1
050676,PEKAN PASIR BESAR,76,05,5,0506,6,825301,1
050677,PEKAN REPAH PERMAI,77,05,5,0506,6,825301,1
050678,PEKAN REPAH JAYA,78,05,5,0506,6,825301,1
050701,MUKIM JELAI,1,05,5,0507,7,825401,1
050702,MUKIM KUALA JEMPOL,2,05,5,0507,7,825402,1
050703,MUKIM ROMPIN,3,05,5,0507,7,825401,1
050704,MUKIM SERTING HILIR,4,05,5,0507,7,825401,1
050705,MUKIM SERTING ULU,5,05,5,0507,7,825402,1
050740,BANDAR SERTING,40,05,5,0507,7,825402,1
050741,BANDAR BAHAU,41,05,5,0507,7,825401,1
050742,BANDAR SERI JEMPOL,42,05,5,0507,7,825402,1
050770,PEKAN BAHAU,70,05,5,0507,7,825401,1
050771,PEKAN BATU KIKIR,71,05,5,0507,7,825402,1
050772,PEKAN KUALA JELAI,72,05,5,0507,7,825401,1
050773,PEKAN ROMPIN,73,05,5,0507,7,825401,1
050774,PEKAN LADANG GEDDES,74,05,5,0507,7,825401,1
050775,PEKAN MAHSAN,75,05,5,0507,7,825402,1
050776,PEKAN SERTING TENGAH,76,05,5,0507,7,825402,1
060101,MUKIM BENTONG ,1,06,6,0601,1,828701,1
060102,MUKIM SABAI,2,06,6,0601,1,828702,1
060103,MUKIM PELANGAI,3,06,6,0601,1,828701,1
060140,BANDAR BENTONG,40,06,6,0601,1,828701,1
060141,BANDAR KARAK,41,06,6,0601,1,828702,1
060171,PEKAN TELEMONG,71,06,6,0601,1,828702,1
060201,MUKIM HULU TELOM,1,06,6,0602,2,828703,1
060202,MUKIM RINGLET,2,06,6,0602,2,828703,1
060203,MUKIM TANAH RATA,3,06,6,0602,2,828703,1
060240,BANDAR TANAH RATA,40,06,6,0602,2,828802,1
060270,PEKAN BRINCHANG,70,06,6,0602,2,828802,1
060271,PEKAN LUBOK TAMANG,71,06,6,0602,2,828802,1
060272,PEKAN RINGLET,72,06,6,0602,2,828802,1
060301,MUKIM BURAU,1,06,6,0603,3,828101,1
060302,MUKIM HULU CHEKA,2,06,6,0603,3,828103,1
060303,MUKIM HULU TEMBELING,3,06,6,0603,3,828102,1
060304,MUKIM KELOLA,4,06,6,0603,3,828101,1
060305,MUKIM KUALA TEMBELING,5,06,6,0603,3,828102,1
060306,MUKIM PEDAH,6,06,6,0603,3,828102,1
060307,MUKIM PULAU TAWAR,7,06,6,0603,3,828101,1
060308,MUKIM TEBING TINGGI,8,06,6,0603,3,828101,1
060309,MUKIM TEH,9,06,6,0603,3,828102,1
060310,MUKIM TEMBELING,10,06,6,0603,3,828102,1
060340,BANDAR JERANTUT,40,06,6,0603,3,828102,1
060370,PEKAN KUALA TEMBELING,70,06,6,0603,3,828102,1
060371,PEKAN JERANSANG,71,06,6,0603,3,828101,1
060401,MUKIM BESERAH,1,06,6,0604,4,828301,1
060402,MUKIM HULU KUANTAN,2,06,6,0604,4,828301,1
060403,MUKIM HULU LEPAR,3,06,6,0604,4,828301,1
060404,MUKIM KUALA KUANTAN,4,06,6,0604,4,828301,1
060405,MUKIM PENOR,5,06,6,0604,4,828301,1
060406,MUKIM SUNGAI KARANG,6,06,6,0604,4,828301,1
060440,BANDAR GAMBANG,40,06,6,0604,4,828301,1
060441,BANDAR KUANTAN,41,06,6,0604,4,828301,1
060470,PEKAN BESERAH,70,06,6,0604,4,828301,1
060471,PEKAN  TANJUNG LUMPUR,71,06,6,0604,4,828301,1
060501,MUKIM BATU YON,1,06,6,0605,5,828802,1
060502,MUKIM BUDU,2,06,6,0605,5,828801,1
060503,MUKIM CHEKA,3,06,6,0605,5,828803,1
060504,MUKIM GUA,4,06,6,0605,5,828802,1
060505,MUKIM HULU JELAI,5,06,6,0605,5,828802,1
060506,MUKIM KECHAU,6,06,6,0605,5,828802,1
060507,MUKIM KUALA LIPIS,7,06,6,0605,5,828803,1
060508,MUKIM PENJOM,8,06,6,0605,5,828801,1
060509,MUKIM TANJUNG BESAR,9,06,6,0605,5,828801,1
060510,MUKIM TELANG,10,06,6,0605,5,828802,1
060540,BANDAR KUALA LIPIS,40,06,6,0605,5,828803,1
060541,BANDAR BENTA,41,06,6,0605,5,828801,1
060542,BANDAR PADANG TENGKU,42,06,6,0605,5,828802,1
060572,PEKAN PADANG TENGKU,72,06,6,0605,5,828802,1
060573,PEKAN TAMAN JELAI,73,06,6,0605,5,828801,1
060574,PEKAN PENJOM,74,06,6,0605,5,828801,1
060575,PEKAN MELA,75,06,6,0605,5,828803,1
060576,PEKAN KERAMBIT,76,06,6,0605,5,828802,1
060577,PEKAN RPSB KG. PAGAR ,77,06,6,0605,5,828801,1
060578,PEKAN MERAPUH,78,06,6,0605,5,828802,1
060579,PEKAN KECHAU TUI,79,06,6,0605,5,828802,1
060601,MUKIM BEBAR,1,06,6,0606,6,828302,1
060602,MUKIM GANCHONG,2,06,6,0606,6,828302,1
060603,MUKIM KUALA PAHANG,3,06,6,0606,6,828302,1
060604,MUKIM LANGGAR,4,06,6,0606,6,828302,1
060605,MUKIM LEPAR,5,06,6,0606,6,828302,1
060606,MUKIM PAHANG TUA,6,06,6,0606,6,828302,1
060607,MUKIM PEKAN,7,06,6,0606,6,828302,1
060608,MUKIM PENYOR,8,06,6,0606,6,828302,1
060609,MUKIM PULAU MANIS,9,06,6,0606,6,828302,1
060610,MUKIM PULAU RUSA,10,06,6,0606,6,828302,1
060611,MUKIM TEMAI,11,06,6,0606,6,828302,1
060640,BANDAR PEKAN,40,06,6,0606,6,828302,1
060670,PEKAN KUALA PAHANG,70,06,6,0606,6,828302,1
060671,PEKAN NENASI,71,06,6,0606,6,828302,1
060701,MUKIM BATU TALAM,1,06,6,0607,7,828603,1
060702,MUKIM DONG,2,06,6,0607,7,828602,1
060703,MUKIM GALI,3,06,6,0607,7,828602,1
060704,MUKIM HULU DONG,4,06,6,0607,7,828602,1
060705,MUKIM SEGA,5,06,6,0607,7,828601,1
060706,MUKIM SEMANTAN HULU,6,06,6,0607,7,828603,1
060707,MUKIM TERAS,7,06,6,0607,7,828602,1
060740,BANDAR RAUB,40,06,6,0607,7,828602,1
060741,BANDAR TERAS,41,06,6,0607,7,828602,1
060770,PEKAN CHEROH,70,06,6,0607,7,828603,1
060771,PEKAN DONG,71,06,6,0607,7,828602,1
060772,PEKAN TRANUM,72,06,6,0607,7,828602,1
060801,MUKIM BANGAU,1,06,6,0608,8,828205,1
060802,MUKIM JENDERAK,2,06,6,0608,8,828204,1
060803,MUKIM KERDAU,3,06,6,0608,8,828205,1
060804,MUKIM LEBAK,4,06,6,0608,8,828205,1
060805,MUKIM LIPAT KAJANG,5,06,6,0608,8,828205,1
060806,MUKIM MENTAKAB,6,06,6,0608,8,828205,1
060807,MUKIM PERAK,7,06,6,0608,8,828205,1
060808,MUKIM SANGGANG,8,06,6,0608,8,828205,1
060809,MUKIM SEMANTAN,9,06,6,0608,8,828201,1
060810,MUKIM SONGSANG,10,06,6,0608,8,828205,1
060840,BANDAR MENTAKAB,40,06,6,0608,8,828205,1
060841,BANDAR TEMERLOH,41,06,6,0608,8,828205,1
060871,PEKAN KERDAU,71,06,6,0608,8,828205,1
060872,PEKAN KUALA KERAU,72,06,6,0608,8,828204,1
060873,PEKAN LANCHANG,73,06,6,0608,8,828201,1
060901,MUKIM ENDAU,1,06,6,0609,9,828304,1
060902,MUKIM KERATONG,2,06,6,0609,9,828304,1
060903,MUKIM PONTIAN,3,06,6,0609,9,828304,1
060904,MUKIM ROMPIN,4,06,6,0609,9,828304,1
060905,MUKIM TIOMAN,5,06,6,0609,9,828304,1
060906,MUKIM BEBAR,6,06,6,0609,9,828302,1
060941,BANDAR ROMPIN I,41,06,6,0609,9,828304,1
060942,BANDAR ROMPIN II,42,06,6,0609,9,828304,1
060943,BANDAR ROMPIN III,43,06,6,0609,9,828304,1
060944,BANDAR ROMPIN IV,44,06,6,0609,9,828304,1
060945,BANDAR PONTIAN,45,06,6,0609,9,828304,1
060946,BANDAR ENDAU,46,06,6,0609,9,828304,1
060947,BANDAR MUADZAM SHAH I,47,06,6,0609,9,828304,1
060948,BANDAR MUADZAM SHAH II,48,06,6,0609,9,828304,1
060949,BANDAR TIOMAN ,49,06,6,0609,9,828304,1
060970,PEKAN KUALA ROMPIN,70,06,6,0609,9,828304,1
060971,PEKAN TIOMAN,71,06,6,0609,9,828304,1
061001,MUKIM BUKIT SEGUMPAL,1,06,6,0610,10,828502,1
061002,MUKIM CHENOR,2,06,6,0610,10,828502,1
061003,MUKIM KERTAU,3,06,6,0610,10,828502,1
061004,MUKIM LUIT,4,06,6,0610,10,828501,1
061040,BANDAR MARAN,40,06,6,0610,10,828501,1
061070,PEKAN CHENOR,70,06,6,0610,10,828502,1
061072,PEKAN SRI JAYA,72,06,6,0610,10,828501,1
061111,MUKIM BERA,11,06,6,0611,11,828401,1
061112,MUKIM TRIANG,12,06,6,0611,11,828401,1
061142,BANDAR TRIANG,42,06,6,0611,11,828401,1
061170,PEKAN DURIAN TAWAR,70,06,6,0611,11,828401,1
061174,PEKAN MENGKARAK,74,06,6,0611,11,828401,1
061175,PEKAN MENGKUANG,75,06,6,0611,11,828403,1
070101,MUKIM 1,1,07,7,0701,1,822101,1
070102,MUKIM 2,2,07,7,0701,1,822101,1
070103,MUKIM 3,3,07,7,0701,1,822101,1
070104,MUKIM 4,4,07,7,0701,1,822101,1
070105,MUKIM 5,5,07,7,0701,1,822101,1
070106,MUKIM 6,6,07,7,0701,1,822101,1
070107,MUKIM 7,7,07,7,0701,1,822101,1
070108,MUKIM 8,8,07,7,0701,1,822101,1
070109,MUKIM 9,9,07,7,0701,1,822101,1
070110,MUKIM 10,10,07,7,0701,1,822101,1
070111,MUKIM 11,11,07,7,0701,1,822101,1
070112,MUKIM 12,12,07,7,0701,1,822101,1
070113,MUKIM 13,13,07,7,0701,1,822101,1
070114,MUKIM 14,14,07,7,0701,1,822101,1
070115,MUKIM 15,15,07,7,0701,1,822101,1
070116,MUKIM 16,16,07,7,0701,1,822101,1
070117,MUKIM 17,17,07,7,0701,1,822101,1
070118,MUKIM 18,18,07,7,0701,1,822101,1
070119,MUKIM 19,19,07,7,0701,1,822101,1
070120,MUKIM 20,20,07,7,0701,1,822101,1
070121,MUKIM 21,21,07,7,0701,1,822101,1
070140,BANDAR BUKIT MERTAJAM,40,07,7,0701,1,822101,1
070141,BANDAR PRAI,41,07,7,0701,1,822101,1
070201,MUKIM 1,1,07,7,0702,2,822101,1
070202,MUKIM 2,2,07,7,0702,2,822101,1
070203,MUKIM 3,3,07,7,0702,2,822101,1
070204,MUKIM 4,4,07,7,0702,2,822101,1
070205,MUKIM 5,5,07,7,0702,2,822101,1
070206,MUKIM 6,6,07,7,0702,2,822101,1
070207,MUKIM 7,7,07,7,0702,2,822101,1
070208,MUKIM 8,8,07,7,0702,2,822101,1
070209,MUKIM 9,9,07,7,0702,2,822101,1
070210,MUKIM 10,10,07,7,0702,2,822101,1
070211,MUKIM 11,11,07,7,0702,2,822101,1
070212,MUKIM 12,12,07,7,0702,2,822101,1
070213,MUKIM 13,13,07,7,0702,2,822101,1
070214,MUKIM 14,14,07,7,0702,2,822101,1
070216,MUKIM 16,16,07,7,0702,2,822101,1
070240,BANDAR BUTTERWORTH,40,07,7,0702,2,822101,1
070241,BANDAR KEPALA BATAS,41,07,7,0702,2,822101,1
070301,MUKIM 1,1,07,7,0703,3,822101,1
070302,MUKIM 2,2,07,7,0703,3,822101,1
070303,MUKIM 3,3,07,7,0703,3,822101,1
070304,MUKIM 4,4,07,7,0703,3,822101,1
070305,MUKIM 5,5,07,7,0703,3,822101,1
070306,MUKIM 6,6,07,7,0703,3,822101,1
070307,MUKIM 7,7,07,7,0703,3,822101,1
070308,MUKIM 8,8,07,7,0703,3,822101,1
070309,MUKIM 9,9,07,7,0703,3,822101,1
070310,MUKIM 10,10,07,7,0703,3,822101,1
070311,MUKIM 11,11,07,7,0703,3,822101,1
070312,MUKIM 12,12,07,7,0703,3,822101,1
070313,MUKIM 13,13,07,7,0703,3,822101,1
070314,MUKIM 14,14,07,7,0703,3,822101,1
070315,MUKIM 15,15,07,7,0703,3,822101,1
070316,MUKIM 16,16,07,7,0703,3,822101,1
070340,BANDAR NIBONG TEBAL,40,07,7,0703,3,822101,1
070341,BANDAR SUNGAI BAKAP,41,07,7,0703,3,822101,1
070401,MUKIM 13,1,07,7,0704,4,822101,1
070402,MUKIM 14,2,07,7,0704,4,822101,1
070403,MUKIM 15,3,07,7,0704,4,822101,1
070404,MUKIM 16,4,07,7,0704,4,822101,1
070405,MUKIM 17,5,07,7,0704,4,822101,1
070406,MUKIM 18,6,07,7,0704,4,822101,1
070440,BANDAR AYER ITAM,40,07,7,0704,4,822101,1
070441,BANDAR BATU FERRINGGI,41,07,7,0704,4,822101,1
070442,BANDAR BUKIT BENDERA,42,07,7,0704,4,822101,1
070443,BANDAR GLUGOR,43,07,7,0704,4,822101,1
070444,BANDAR GEORGE TOWN,44,07,7,0704,4,822101,1
070445,BANDAR JELUTONG ,45,07,7,0704,4,822101,1
070446,BANDAR TANJONG BUNGAH,46,07,7,0704,4,822101,1
070447,BANDAR TANJONG TOKONG ,47,07,7,0704,4,822101,1
070448,BANDAR TANJONG PINANG ,48,07,7,0704,4,822101,1
070501,MUKIM 1,1,07,7,0705,5,822101,1
070502,MUKIM 2,2,07,7,0705,5,822101,1
070503,MUKIM 3,3,07,7,0705,5,822101,1
070504,MUKIM 4,4,07,7,0705,5,822101,1
070505,MUKIM 5,5,07,7,0705,5,822101,1
070506,MUKIM 6,6,07,7,0705,5,822101,1
070507,MUKIM 7,7,07,7,0705,5,822101,1
070508,MUKIM 8,8,07,7,0705,5,822101,1
070509,MUKIM 9,9,07,7,0705,5,822101,1
070510,MUKIM 10,10,07,7,0705,5,822101,1
070511,MUKIM 11,11,07,7,0705,5,822101,1
070512,MUKIM 12,12,07,7,0705,5,822101,1
070513,MUKIM A,13,07,7,0705,5,822101,1
070514,MUKIM B,14,07,7,0705,5,822101,1
070515,MUKIM C,15,07,7,0705,5,822101,1
070516,MUKIM D,16,07,7,0705,5,822101,1
070517,MUKIM E,17,07,7,0705,5,822101,1
070518,MUKIM F,18,07,7,0705,5,822101,1
070519,MUKIM G,19,07,7,0705,5,822101,1
070520,MUKIM H,20,07,7,0705,5,822101,1
070521,MUKIM I,21,07,7,0705,5,822101,1
070522,MUKIM J,22,07,7,0705,5,822101,1
070540,BANDAR BALIK PULAU,40,07,7,0705,5,822101,1
070541,BANDAR BAYAN LEPAS,41,07,7,0705,5,822101,1
080101,MUKIM BATANG PADANG,1,08,8,0801,1,823401,1
080102,MUKIM BIDOR,2,08,8,0801,1,823403,1
080103,MUKIM CHENDERIANG,3,08,8,0801,1,823401,1
080107,MUKIM SUNGKAI,7,08,8,0801,1,823403,1
080140,BANDAR BIDOR,40,08,8,0801,1,823403,1
080141,BANDAR CHENDERIANG,41,08,8,0801,1,823401,1
080142,BANDAR SUNGKAI,42,08,8,0801,1,823403,1
080144,BANDAR TAPAH,44,08,8,0801,1,823401,1
080145,BANDAR TEMOH,45,08,8,0801,1,823401,1
080170,PEKAN AYER KUNING,70,08,8,0801,1,823401,1
080171,PEKAN BANIR,71,08,8,0801,1,823401,1
080173,PEKAN BIKAM,73,08,8,0801,1,823403,1
080175,PEKAN SUNGAI LESONG,75,08,8,0801,1,823401,1
080176,PEKAN TAPAH ROAD,76,08,8,0801,1,823401,1
080177,PEKAN TEMOH STATION,77,08,8,0801,1,823401,1
080201,MUKIM BERUAS,1,08,8,0802,2,823202,1
080202,MUKIM LEKIR,2,08,8,0802,2,823203,1
080203,MUKIM LUMUT,3,08,8,0802,2,823203,1
080204,MUKIM PENGKALAN BAHARU,4,08,8,0802,2,823203,1
080205,MUKIM SITIAWAN,5,08,8,0802,2,823203,1
080240,BANDAR LUMUT,40,08,8,0802,2,823203,1
080270,PEKAN AYER TAWAR,70,08,8,0802,2,823203,1
080271,PEKAN BERUAS,71,08,8,0802,2,823202,1
080272,PEKAN CHANGKAT KERUING,72,08,8,0802,2,823203,1
080273,PEKAN DAMAR LAUT,73,08,8,0802,2,823203,1
080274,PEKAN KAMPONG BAHARU,74,08,8,0802,2,823203,1
080275,PEKAN KAMPONG KOH,75,08,8,0802,2,823203,1
080276,PEKAN KAMPONG SITIAWAN,76,08,8,0802,2,823203,1
080277,PEKAN PANGKOR,77,08,8,0802,2,823203,1
080278,PEKAN PANTAI REMIS,78,08,8,0802,2,823202,1
080279,PEKAN PASIR BOGAK,79,08,8,0802,2,823203,1
080280,PEKAN GURNEY,80,08,8,0802,2,823203,1
080281,PEKAN PENGKALAN BAHARU,81,08,8,0802,2,823202,1
080282,PEKAN SEGARI,82,08,8,0802,2,823203,1
080283,PEKAN SITIAWAN,83,08,8,0802,2,823203,1
080284,PEKAN SUNGAI PINANG KECHIL,84,08,8,0802,2,823203,1
080301,MUKIM BELANJA,1,08,8,0803,3,823301,1
080302,MUKIM HULU KINTA,2,08,8,0803,3,823301,1
080304,MUKIM SUNGAI RAYA,4,08,8,0803,3,823301,1
080305,MUKIM SUNGAI TERAP,5,08,8,0803,3,823301,1
080306,MUKIM TANJONG TUALANG,6,08,8,0803,3,823301,1
080340,BANDAR BATU GAJAH,40,08,8,0803,3,823301,1
080341,BANDAR CHEMOR,41,08,8,0803,3,823301,1
080343,BANDAR IPOH (U),43,08,8,0803,3,823301,1
080344,BANDAR IPOH (S),44,08,8,0803,3,823301,1
080345,BANDAR JELAPANG,45,08,8,0803,3,823301,1
080347,BANDAR LAHAT,47,08,8,0803,3,823301,1
080348,BANDAR MENGLEMBU,48,08,8,0803,3,823301,1
080349,BANDAR PAPAN,49,08,8,0803,3,823301,1
080351,BANDAR PUSING,51,08,8,0803,3,823301,1
080352,BANDAR SEPUTEH,52,08,8,0803,3,823301,1
080353,BANDAR SUNGAI RAYA,53,08,8,0803,3,823301,1
080354,BANDAR TAMBUN,54,08,8,0803,3,823301,1
080355,BANDAR TANJONG RAMBUTAN,55,08,8,0803,3,823301,1
080356,BANDAR TERONOH,56,08,8,0803,3,823301,1
080370,PEKAN KANTHAN,70,08,8,0803,3,823301,1
080373,PEKAN SIMPANG PULAI,73,08,8,0803,3,823301,1
080374,PEKAN TANJONG TUALANG,74,08,8,0803,3,823301,1
080401,MUKIM BAGAN SERAI,1,08,8,0804,4,823501,1
080402,MUKIM BAGAN TIANG,2,08,8,0804,4,823501,1
080403,MUKIM BERIAH,3,08,8,0804,4,823501,1
080404,MUKIM GUNONG SEMANGGOL,4,08,8,0804,4,823501,1
080405,MUKIM KUALA KURAU,5,08,8,0804,4,823501,1
080406,MUKIM PARIT BUNTAR,6,08,8,0804,4,823501,1
080407,MUKIM SELINSING,7,08,8,0804,4,823501,1
080408,MUKIM TANJONG PIANDANG,8,08,8,0804,4,823501,1
080440,BANDAR BAGAN SERAI,40,08,8,0804,4,823501,1
080441,BANDAR KUALA KURAU,41,08,8,0804,4,823501,1
080442,BANDAR PARIT BUNTAR,42,08,8,0804,4,823501,1
080470,PEKAN BUKIT MERAH,70,08,8,0804,4,823501,1
080471,PEKAN JALAN BARU,71,08,8,0804,4,823501,1
080472,PEKAN SIMPANG EMPAT,72,08,8,0804,4,823501,1
080473,PEKAN SIMPANG LIMA,73,08,8,0804,4,823501,1
080474,PEKAN SUNGAI GEDONG,74,08,8,0804,4,823501,1
080475,PEKAN TANJONG PIANDANG,75,08,8,0804,4,823501,1
080501,MUKIM CHEGAR GALAH,1,08,8,0805,5,823601,1
080502,MUKIM KAMPONG BUAYA,2,08,8,0805,5,823601,1
080503,MUKIM KOTA LAMA KANAN,3,08,8,0805,5,823602,1
080504,MUKIM KOTA LAMA KIRI,4,08,8,0805,5,823601,1
080505,MUKIM LUBOK MERBAU,5,08,8,0805,5,823601,1
080506,MUKIM PULAU KAMIRI,6,08,8,0805,5,823602,1
080507,MUKIM SAYUNG,7,08,8,0805,5,823601,1
080508,MUKIM SENGGANG,8,08,8,0805,5,823603,1
080509,MUKIM SUNGAI SIPUT,9,08,8,0805,5,823602,1
080540,BANDAR KUALA KANGSAR,40,08,8,0805,5,823601,1
080541,BANDAR SUNGAI SIPUT,41,08,8,0805,5,823602,1
080570,PEKAN GUNONG PONDOK,70,08,8,0805,5,823601,1
080571,PEKAN JERLUN,71,08,8,0805,5,823601,1
080572,PEKAN KARAI,72,08,8,0805,5,823602,1
080573,PEKAN KATI,73,08,8,0805,5,823601,1
080574,PEKAN LUBOK MERBAU,74,08,8,0805,5,823601,1
080575,PEKAN MANONG,75,08,8,0805,5,823603,1
080576,PEKAN PADANG RENGAS,76,08,8,0805,5,823601,1
080577,PEKAN SALAK,77,08,8,0805,5,823602,1
080601,MUKIM ASAM KUMBANG,1,08,8,0806,6,823501,1
080602,MUKIM BATU KURAU,2,08,8,0806,6,823502,1
080603,MUKIM BUKIT GANTANG,3,08,8,0806,6,823501,1
080604,MUKIM JEBONG,4,08,8,0806,6,823501,1
080605,MUKIM KAMUNTING,5,08,8,0806,6,823501,1
080606,MUKIM PENGKALAN AOR,6,08,8,0806,6,823501,1
080607,MUKIM SIMPANG,7,08,8,0806,6,823501,1
080608,MUKIM SUNGAI LIMAU,8,08,8,0806,6,823501,1
080609,MUKIM SUNGAI TINGGI,9,08,8,0806,6,823501,1
080610,MUKIM TERUNG,10,08,8,0806,6,823501,1
080611,MUKIM TUPAI,11,08,8,0806,6,823501,1
080640,BANDAR KAMUNTING,40,08,8,0806,6,823501,1
080641,BANDAR KUALA SEPETANG,41,08,8,0806,6,823501,1
080642,BANDAR MATANG,42,08,8,0806,6,823501,1
080643,BANDAR TAIPING,43,08,8,0806,6,823501,1
080670,PEKAN BATU KURAU,70,08,8,0806,6,823501,1
080671,PEKAN CHANGKAT JERING,71,08,8,0806,6,823501,1
080672,PEKAN PONDOK TANJONG,72,08,8,0806,6,823501,1
080673,PEKAN SIMPANG,73,08,8,0806,6,823501,1
080674,PEKAN TERUNG,74,08,8,0806,6,823501,1
080701,MUKIM BAGAN DATUK,1,08,8,0807,7,823401,1
080702,MUKIM CHANGKAT JONG,2,08,8,0807,7,823401,1
080703,MUKIM DURIAN SEBATANG,3,08,8,0807,7,823401,1
080704,MUKIM HUTAN MELINTANG,4,08,8,0807,7,823401,1
080705,MUKIM LABU KUBONG,5,08,8,0807,7,823401,1
080706,MUKIM RUNGKUP,6,08,8,0807,7,823401,1
080707,MUKIM SUNGAI DURIAN,7,08,8,0807,7,823401,1
080708,MUKIM SUNGAI MANIK,8,08,8,0807,7,823401,1
080709,MUKIM TELUK BARU,9,08,8,0807,7,823401,1
080740,BANDAR TELUK INTAN,40,08,8,0807,7,823401,1
080770,PEKAN BAGAN DATUK,70,08,8,0807,7,823401,1
080771,PEKAN BATAK RABIT,71,08,8,0807,7,823401,1
080772,PEKAN BATU DUA PULOH,72,08,8,0807,7,823401,1
080773,PEKAN CHIKUS,73,08,8,0807,7,823401,1
080774,PEKAN DEGONG,74,08,8,0807,7,823401,1
080775,PEKAN HUTAN MELINTANG,75,08,8,0807,7,823401,1
080776,PEKAN JENDARATA,76,08,8,0807,7,823401,1
080777,PEKAN KAMPUNG SUNGAI HAJI MOHAMED,77,08,8,0807,7,823401,1
080778,PEKAN LANGKAP,78,08,8,0807,7,823401,1
080779,PEKAN SELEKOH,79,08,8,0807,7,823401,1
080780,PEKAN SIMPANG EMPAT,80,08,8,0807,7,823401,1
080781,PEKAN SIMPANG TIGA (RUNGKUP),81,08,8,0807,7,823401,1
080782,PEKAN SUNGAI SUMUN,82,08,8,0807,7,823401,1
080801,MUKIM BELUKAR SEMANG,1,08,8,0808,8,823102,1
080802,MUKIM BELUM,2,08,8,0808,8,823104,1
080803,MUKIM DURIAN PIPIT,3,08,8,0808,8,823102,1
080804,MUKIM GERIK,4,08,8,0808,8,823101,1
080805,MUKIM KENERING,5,08,8,0808,8,823104,1
080806,MUKIM PENGKALAN HULU,6,08,8,0808,8,823102,1
080807,MUKIM KERUNAI,7,08,8,0808,8,823103,1
080808,MUKIM LENGGONG,8,08,8,0808,8,823101,1
080809,MUKIM TEMELONG,9,08,8,0808,8,823101,1
080810,MUKIM TEMENGOR,10,08,8,0808,8,823103,1
080840,BANDAR GERIK,40,08,8,0808,8,823103,1
080841,BANDAR KELIAN INTAN,41,08,8,0808,8,823102,1
080842,BANDAR PENGKALAN HULU,42,08,8,0808,8,823102,1
